  🇨🇳央视频道,#genre#
CCTV12社会与法,http://zpp93.eu.org:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV13新闻,http://zpp93.eu.org:35455/gaoma/cctv13.m3u8
CCTV13新闻,http://zpp93.eu.org:35455/itv/5000000011000031108.m3u8?cdn=bestzb
CCTV14少儿,http://zpp93.eu.org:35455/gaoma/cctv14.m3u8
CCTV14少儿,http://zpp93.eu.org:35455/itv/1000000001000008170.m3u8?cdn=ystenlive
CCTV14少儿,http://zpp93.eu.org:35455/itv/5000000004000006673.m3u8?cdn=bestzb
CCTV14少儿,http://zpp93.eu.org:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV15音乐,http://zpp93.eu.org:35455/gaoma/cctv15.m3u8
CCTV15音乐,http://zpp93.eu.org:35455/itv/5000000011000031109.m3u8?cdn=bestzb
CCTV15音乐,http://zpp93.eu.org:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV16奥林匹克,http://zpp93.eu.org:35455/gaoma/cctv16.m3u8
CCTV16奥林匹克,http://zpp93.eu.org:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV16奥林匹克,http://zpp93.eu.org:35455/itv/5000000008000023254.m3u8?cdn=bestzb
CCTV16-4K奥林匹克,http://zpp93.eu.org:35455/gaoma/cctv4k16_10m.m3u8
CCTV16-4K奥林匹克,http://zpp93.eu.org:35455/gaoma/cctv4k16.m3u8
CCTV17农业农村,http://zpp93.eu.org:35455/gaoma/cctv17.m3u8
CCTV17农业农村,http://zpp93.eu.org:35455/itv/1000000006000268004.m3u8?cdn=ystenlive
CCTV17农业农村,http://zpp93.eu.org:35455/itv/1000000005000265015.m3u8?cdn=ystenlive

CCTV1综合,http://iptv.0564.org:35455/gaoma/cctv1.m3u8
CCTV2财经,http://iptv.0564.org:35455/gaoma/cctv2.m3u8
CCTV3综艺,http://iptv.0564.org:35455/gaoma/cctv3.m3u8
CCTV4中文国际,http://iptv.0564.org:35455/gaoma/cctv4.m3u8
CCTV5体育,http://iptv.0564.org:35455/gaoma/cctv5.m3u8
CCTV5+体育赛事,http://iptv.0564.org:35455/gaoma/cctv5p.m3u8
CCTV6电影,http://iptv.0564.org:35455/gaoma/cctv6.m3u8
CCTV7国防军事,http://iptv.0564.org:35455/gaoma/cctv7.m3u8
CCTV8电视剧,http://iptv.0564.org:35455/gaoma/cctv8.m3u8
CCTV9纪录,http://iptv.0564.org:35455/gaoma/cctv9.m3u8
CCTV10科教,http://iptv.0564.org:35455/gaoma/cctv10.m3u8
CCTV11戏曲,http://iptv.0564.org:35455/gaoma/cctv11.m3u8
CCTV12社会与法,http://iptv.0564.org:35455/gaoma/cctv12.m3u8
CCTV13新闻,http://iptv.0564.org:35455/gaoma/cctv13.m3u8
CCTV14少儿,http://iptv.0564.org:35455/gaoma/cctv14.m3u8
CCTV15音乐,http://iptv.0564.org:35455/gaoma/cctv15.m3u8
CCTV16奥林匹克,http://iptv.0564.org:35455/gaoma/cctv16.m3u8
CCTV17农业农村,http://iptv.0564.org:35455/gaoma/cctv17.m3u8

CCTV-4K,http://zpp93.eu.org:35455/gaoma/cctv4k_10m.m3u8
CCTV-4K,http://zpp93.eu.org:35455/gaoma/cctv4k.m3u8
CCTV-8K,http://zpp93.eu.org:35455/gaoma/cctv8k_36m.m3u8


 🇨🇳临时,#genre#


 🇨🇳省市卫视,#genre#
湖南卫视,http://zpp93.eu.org:35455/itv/5000000004000006692.m3u8?cdn=bestzb
湖南卫视,http://zpp93.eu.org:35455/itv/6000000001000018044.m3u8?cdn=wasusyt
湖南卫视,http://zpp93.eu.org:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
北京卫视,http://zpp93.eu.org:35455/itv/6000000001000020451.m3u8?cdn=wasusyt
北京卫视,http://zpp93.eu.org:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
东方卫视,http://zpp93.eu.org:35455/itv/6000000001000003639.m3u8?cdn=wasusyt
东方卫视,http://zpp93.eu.org:35455/itv/5000000004000014098.m3u8?cdn=bestzb
东方卫视,http://zpp93.eu.org:35455/itv/1000000005000265018.m3u8?cdn=ystenlive
江苏卫视,http://zpp93.eu.org:35455/itv/6000000001000014861.m3u8?cdn=wasusyt
江苏卫视,http://zpp93.eu.org:35455/itv/1000000001000001828.m3u8?cdn=ystenlive
江苏卫视,http://zpp93.eu.org:35455/itv/1000000005000265030.m3u8?cdn=ystenlive
浙江卫视,http://zpp93.eu.org:35455/itv/5000000004000007275.m3u8?cdn=bestzb
浙江卫视,http://zpp93.eu.org:35455/itv/1000000001000014260.m3u8?cdn=ystenlive
浙江卫视,http://zpp93.eu.org:35455/itv/1000000005000265031.m3u8?cdn=ystenlive
天津卫视,http://zpp93.eu.org:35455/itv/5000000004000006827.m3u8?cdn=bestzb
天津卫视,http://zpp93.eu.org:35455/itv/6000000001000009186.m3u8?cdn=wasusyt
天津卫视,http://zpp93.eu.org:35455/itv/1000000005000265026.m3u8?cdn=ystenlive
安徽卫视,http://zpp93.eu.org:35455/itv/1000000001000030159.m3u8?cdn=ystenlive
安徽卫视,http://zpp93.eu.org:35455/itv/6000000001000009954.m3u8?cdn=wasusyt
安徽卫视,http://zpp93.eu.org:35455/itv/1000000005000265025.m3u8?cdn=ystenlive
东南卫视,http://zpp93.eu.org:35455/itv/5000000004000010584.m3u8?cdn=bestzb
东南卫视,http://zpp93.eu.org:35455/itv/1000000005000265033.m3u8?cdn=ystenlive
甘肃卫视,http://zpp93.eu.org:35455/itv/5000000011000031121.m3u8?cdn=bestzb
广东卫视,http://zpp93.eu.org:35455/itv/1000000001000014176.m3u8?cdn=ystenlive
广东卫视,http://zpp93.eu.org:35455/itv/6000000001000031076.m3u8?cdn=wasusyt
广东卫视,http://zpp93.eu.org:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
广西卫视,http://zpp93.eu.org:35455/itv/5000000011000031118.m3u8?cdn=bestzb
贵州卫视,http://zpp93.eu.org:35455/itv/5000000004000025843.m3u8?cdn=bestzb
海南卫视,http://zpp93.eu.org:35455/itv/5000000004000006211.m3u8?cdn=bestzb
河北卫视,http://zpp93.eu.org:35455/itv/5000000006000040016.m3u8?cdn=bestzb
河南卫视,http://zpp93.eu.org:35455/itv/5000000011000031119.m3u8?cdn=bestzb
辽宁卫视,http://zpp93.eu.org:35455/itv/5000000004000011671.m3u8?cdn=bestzb
辽宁卫视,http://zpp93.eu.org:35455/itv/1000000005000265022.m3u8?cdn=ystenlive
吉林卫视,http://zpp93.eu.org:35455/itv/5000000011000031117.m3u8?cdn=bestzb
黑龙江卫视,http://zpp93.eu.org:35455/itv/1000000001000001925.m3u8?cdn=ystenlive
黑龙江卫视,http://zpp93.eu.org:35455/itv/6000000001000016510.m3u8?cdn=wasusyt
黑龙江卫视,http://zpp93.eu.org:35455/itv/1000000005000265029.m3u8?cdn=ystenlive
湖北卫视,http://zpp93.eu.org:35455/itv/1000000001000024621.m3u8?cdn=ystenlive
湖北卫视,http://zpp93.eu.org:35455/itv/6000000001000015436.m3u8?cdn=wasusyt
湖北卫视,http://zpp93.eu.org:35455/itv/1000000005000265023.m3u8?cdn=ystenlive
江西卫视,http://zpp93.eu.org:35455/itv/1000000006000268001.m3u8?cdn=ystenlive
江西卫视,http://zpp93.eu.org:35455/itv/1000000005000265032.m3u8?cdn=ystenlive
青海卫视,http://zpp93.eu.org:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
山东卫视,http://zpp93.eu.org:35455/itv/1000000001000016568.m3u8?cdn=ystenlive
山东卫视,http://zpp93.eu.org:35455/itv/6000000001000004134.m3u8?cdn=wasusyt
山东卫视,http://zpp93.eu.org:35455/itv/1000000005000265019.m3u8?cdn=ystenlive
深圳卫视,http://zpp93.eu.org:35455/itv/5000000004000007410.m3u8?cdn=bestzb
深圳卫视,http://zpp93.eu.org:35455/itv/6000000001000002116.m3u8?cdn=wasusyt
深圳卫视,http://zpp93.eu.org:35455/itv/1000000005000265028.m3u8?cdn=ystenlive
四川卫视,http://zpp93.eu.org:35455/itv/5000000004000006119.m3u8?cdn=bestzb
云南卫视,http://zpp93.eu.org:35455/itv/5000000011000031120.m3u8?cdn=bestzb
重庆卫视,http://zpp93.eu.org:35455/itv/1000000001000001096.m3u8?cdn=ystenlive
重庆卫视,http://zpp93.eu.org:35455/itv/1000000005000265017.m3u8?cdn=ystenlive

北京卫视,http://live.nctv.top/IQRy0ie/bjtv.php?id=bjws
江苏卫视,http://183.255.10.90:6610/200000001898/460000089800010059/1.m3u8?IASHttpSessionId=OTT
江苏卫视,https://www.freetv.top/migu/623899368.m3u8?migutoken=89adf8885d4f1f9dee34a4e8d60f187e5b071ac9b79001260a0b66da9027070e0b861510da93cb5190da002ca87645e63e57bada2c65f959e8ef81f693c239f194d683ba2083252bbb0caeab96
东南卫视,http://183.255.10.90:6610/200000001898/460000089800010096/1.m3u8?IASHttpSessionId=OTT
云南卫视,http://183.255.10.90:6610/200000001898/460000089800010119/1.m3u8?IASHttpSessionId=OTT
东方卫视,http://goo.bkpcp.top/mg/dfws
河南卫视,http://live.nctv.top/IQRy0ie/hntv.php?id=hnws
江西卫视,http://goo.bkpcp.top/mg/jxws
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=35f2dd39972cede5222c6bd2c0efe24b&txTime=77395680
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
广西卫视,http://183.255.10.90:6610/200000001898/460000089800010099/1.m3u8?IASHttpSessionId=OTT
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://183.255.10.90:6610/200000001898/460000089800010070/1.m3u8?IASHttpSessionId=OTT

 🇨🇳浙江频道,#genre#
浙江钱江频道,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed



 🇨🇳体育频道,#genre#
武术世界,http://live.nctv.top/IQRy0ie/hntv.php?id=wspd
武术频道,http://tvcdn.stream3.hndt.com/tv/65b4b750017e1000dbb9306200000000_transios/playlist.m3u8?wsSecret=9c05a1b7c3f6fb1ad3da971157641b9e&wsTime=1738169723
五星体育,http://zpp93.eu.org:35455/itv/5000000010000017540.m3u8?cdn=bestzb
精品体育,http://www.douzhicloud.site:35455/itv/1000000004000014634.m3u8?cdn=ystenlive
精品体育,http://gf.you123.fun:35455/itv/1000000004000014634.m3u8?cdn=ystenlive
超级体育,http://183.255.10.90:6610/200000001898/460000089800010063/1.m3u8?IASHttpSessionId=OTT
超级体育,http://gf.you123.fun:35455/itv/1000000001000009601.m3u8?cdn=ystenlive
超级体育,http://www.douzhicloud.site:35455/itv/1000000001000009601.m3u8?cdn=ystenlive
劲爆体育,http://www.douzhicloud.site:35455/itv/5000000002000029972.m3u8?cdn=bestzb
劲爆体育,http://gf.you123.fun:35455/itv/5000000002000029972.m3u8?cdn=bestzb
爱体育,http://gf.you123.fun:35455/itv/6000000006000290630.m3u8?cdn=wasusyt
PP体育直播,http://117.177.180.53:8888/rtp/239.10.0.236:5140
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
咪咕视频-1,http://zpp93.eu.org:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
咪咕视频-2,http://zpp93.eu.org:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
咪咕视频-3,http://zpp93.eu.org:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
咪咕视频-4,http://zpp93.eu.org:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
咪咕视频-5,http://zpp93.eu.org:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
咪咕视频-6,http://zpp93.eu.org:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
咪咕视频-7,http://zpp93.eu.org:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
咪咕视频-8,http://zpp93.eu.org:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
咪咕视频-9,http://zpp93.eu.org:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
咪咕视频-10,http://zpp93.eu.org:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
咪咕视频-11,http://zpp93.eu.org:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
咪咕视频-12,http://zpp93.eu.org:35455/itv/3000000020000011518.m3u8?cdn=FifastbLive
咪咕视频-13,http://zpp93.eu.org:35455/itv/3000000020000011519.m3u8?cdn=FifastbLive
咪咕视频-14,http://zpp93.eu.org:35455/itv/3000000020000011520.m3u8?cdn=FifastbLive
咪咕视频-15,http://zpp93.eu.org:35455/itv/3000000020000011521.m3u8?cdn=FifastbLive
咪咕视频-16,http://zpp93.eu.org:35455/itv/3000000020000011522.m3u8?cdn=FifastbLive
咪咕视频-17,http://zpp93.eu.org:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
咪咕视频-18,http://zpp93.eu.org:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
咪咕视频-19,http://zpp93.eu.org:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
咪咕视频-20,http://zpp93.eu.org:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
咪咕视频-21,http://zpp93.eu.org:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
咪咕视频-22,http://zpp93.eu.org:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
咪咕视频-23,http://zpp93.eu.org:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
咪咕视频-24,http://zpp93.eu.org:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪咕视频-25,http://zpp93.eu.org:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
咪咕视频-26,http://zpp93.eu.org:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪咕视频-27,http://zpp93.eu.org:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪咕视频-28,http://zpp93.eu.org:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪咕视频-29,http://zpp93.eu.org:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪咕视频-30,http://zpp93.eu.org:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪咕视频-31,http://zpp93.eu.org:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪咕视频-32,http://zpp93.eu.org:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪咕视频-33,http://zpp93.eu.org:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪咕视频-34,http://zpp93.eu.org:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
咪咕视频-35,http://zpp93.eu.org:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪咕视频-36,http://zpp93.eu.org:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
咪咕视频-37,http://zpp93.eu.org:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪咕视频-38,http://zpp93.eu.org:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪咕视频-39,http://zpp93.eu.org:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪咕视频-40,http://zpp93.eu.org:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪咕视频-41,http://zpp93.eu.org:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪咕视频-42,http://zpp93.eu.org:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
咪咕视频-43,http://zpp93.eu.org:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪咕视频-44,http://zpp93.eu.org:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪咕视频-45,http://zpp93.eu.org:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive



 🇨🇳影视娱乐,#genre#
1905电影(亚洲),http://8.134.236.66:45678/simon/dl/1905.php?id=1905a
1905电影(国际),http://8.134.236.66:45678/simon/dl/1905.php?id=1905b
IPTV谍战剧场,http://117.177.180.53:8888/rtp/239.10.0.123:5140
斗鱼电影1,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=3b64dd17d293b133c58bda21e3147e5b&token=cpn-androidmpro-0-20415-b6774b3b3249db1768f0ac048c5ed218ac54e1f82b04b2bf&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
斗鱼电影1,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=99705a1921ddd49fb7079a02f02bedc4&token=cpn-androidmpro-0-20415-b6774b3b3249db17d8beee6676fdf877fe8b1576307ef8e6&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
斗鱼电影2,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影HD1,https://live.metshop.top/douyu/4246519
斗鱼电影HD1,http://www.52sw.top:678/play/douyu.php?id=4246519
斗鱼电影HD1,https://www.goodiptv.club/douyu/4246519
斗鱼电影HD4,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
斗鱼电影HD4,https://live.metshop.top/douyu/85894
斗鱼电影HD4,http://www.52sw.top:678/play/douyu.php?id=85894
斗鱼电影HD4,https://www.goodiptv.club/douyu/85894
斗鱼电影HD6,https://live.metshop.top/douyu/747764
斗鱼电影HD7,https://live.metshop.top/douyu/20415
斗鱼电影HD7,http://www.52sw.top:678/play/douyu.php?id=20415
斗鱼电影HD10,https://live.metshop.top/douyu/6140589
斗鱼电影HD10,https://www.goodiptv.club/douyu/6140589
斗鱼电影HD10,http://www.52sw.top:678/play/douyu.php?id=6140589
斗鱼电影HD12,https://live.metshop.top/douyu/2436390
斗鱼电影HD12,http://www.52sw.top:678/play/douyu.php?id=2436390
斗鱼电影HD13,https://live.metshop.top/douyu/218859
斗鱼电影HD13,https://www.goodiptv.club/douyu/218859
斗鱼电影HD14,https://live.metshop.top/douyu/36337
斗鱼电影HD22,http://www.52sw.top:678/play/douyu.php?id=252802
斗鱼电影HD22,https://live.metshop.top/douyu/252802
斗鱼电影HD25,https://live.metshop.top/douyu/8945323
斗鱼电影HD28,https://live.metshop.top/douyu/4332
斗鱼电影HD29,https://live.metshop.top/douyu/9651304
斗鱼电影HD35,https://live.metshop.top/douyu/1165374
斗鱼电影HD35,https://www.goodiptv.club/douyu/1165374
斗鱼电影HD40,https://live.metshop.top/douyu/1226741
斗鱼电影HD40,https://www.goodiptv.club/douyu/1226741
斗鱼电视剧HD6,http://www.52sw.top:678/play/douyu.php?id=431460
斗鱼电视剧HD11,http://www.52sw.top:678/play/douyu.php?id=9650860
斗鱼电视剧1,https://live.metshop.top/douyu/299854
斗鱼电视剧1,https://www.goodiptv.club/douyu/299854
斗鱼电视剧1,http://www.52sw.top:678/play/douyu.php?id=299854
斗鱼电视剧3,http://www.52sw.top:678/play/douyu.php?id=276200
斗鱼电视剧3,https://www.goodiptv.club/douyu/276200
斗鱼电视剧4,https://live.metshop.top/douyu/4290711
斗鱼电视剧4,https://www.goodiptv.club/douyu/4290711
斗鱼电视剧8,https://www.goodiptv.club/douyu/5261342
斗鱼电视剧8,https://live.metshop.top/douyu/5261342
斗鱼电视剧9,https://www.goodiptv.club/douyu/5522351
斗鱼电视剧9,http://www.52sw.top:678/play/douyu.php?id=5522351
斗鱼电视剧9,https://live.metshop.top/douyu/5522351
斗鱼电视剧13,https://www.goodiptv.club/douyu/3439096
斗鱼电视剧13,https://live.metshop.top/douyu/3439096
斗鱼电视剧13,http://www.52sw.top:678/play/douyu.php?id=3439096
斗鱼电视剧14,https://live.metshop.top/douyu/4549169
斗鱼电视剧14,https://www.goodiptv.club/douyu/4549169
斗鱼电视剧14,http://www.52sw.top:678/play/douyu.php?id=4549169
斗鱼电视剧15,http://www.52sw.top:678/play/douyu.php?id=7254536
斗鱼电视剧19,https://live.metshop.top/douyu/7459925
斗鱼电视剧19,http://www.52sw.top:678/play/douyu.php?id=7459925
斗鱼电视剧19,https://www.goodiptv.club/douyu/7459925
斗鱼电视剧22,http://www.52sw.top:678/play/douyu.php?id=10297898
斗鱼电视剧22,https://live.metshop.top/douyu/10297898
斗鱼电视剧22,https://www.goodiptv.club/douyu/10297898
斗鱼电视剧25,https://live.metshop.top/douyu/7623292
斗鱼电视剧25,https://www.goodiptv.club/douyu/7623292
斗鱼电视剧26,http://www.52sw.top:678/play/douyu.php?id=7356023
斗鱼电视剧26,https://www.goodiptv.club/douyu/7356023
斗鱼电视剧26,https://live.metshop.top/douyu/7356023

安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
河南电视剧,http://live.nctv.top/IQRy0ie/hntv.php?id=hndsj
华数,http://117.177.180.53:8888/rtp/239.10.0.127:5140
纪实科教,http://8kdown.brtvcloud.com/8klive/8kliveok.m3u8?txSecret=a9cfb6acb08a9fe154a8ba6d0226cfef&txTime=71697CD5
绍兴文化影视频道,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8

爱院线,http://gf.you123.fun:35455/itv/6000000006000030630.m3u8?cdn=wasusyt
爱悬疑,http://gf.you123.fun:35455/itv/6000000006000050630.m3u8?cdn=wasusyt
爱喜剧,http://gf.you123.fun:35455/itv/6000000006000010630.m3u8?cdn=wasusyt

爱谍战,http://gf.you123.fun:35455/itv/6000000006000070630.m3u8?cdn=wasusyt

古装剧场,http://iptv.zhangliang.cc:8012/udp/225.0.4.147:7980
武侠剧场,http://iptv.zhangliang.cc:8012/udp/225.0.4.168:7980
军旅剧场,http://iptv.zhangliang.cc:8012/udp/225.0.4.146:7980
